    ,rate
57540,2.0
57539,4.0
57538,2.0
57537,5.0
57536,4.0
57535,3.0
57534,4.0
57533,5.0
57532,3.0
57531,3.0
57530,3.0
57528,5.0
57527,2.0
57526,2.0
57525,2.0
57524,4.5
57523,3.5
57522,3.0
57521,2.5
57520,4.0
57519,3.0
57518,3.0
57517,4.5
57516,4.5
57515,5.0
57514,3.0
57512,1.0
57511,4.0
57510,3.0
57509,3.0
57508,2.0
57507,4.5
57504,4.0
57503,2.0
57502,4.0
57501,4.0
57500,3.0
57499,2.0
57498,5.0
57496,4.5
57495,4.5
57494,4.5
57493,4.0
57492,3.0
57490,4.0
57489,4.5
57488,3.0
57487,3.0
57486,5.0
57485,5.0
57484,4.0
57481,5.0
57480,5.0
57479,3.0
57478,2.5
57477,4.0
57476,3.0
57475,3.0
57472,2.0
57470,4.0
57469,4.0
57468,5.0
57467,4.0
57465,4.0
57464,3.5
57463,5.0
57462,4.0
57461,4.0
57459,5.0
57458,3.0
57457,2.5
57456,4.0
57455,4.0
57453,3.0
57452,2.0
57451,2.5
57450,2.0
57449,4.0
57448,2.0
57447,2.0
57446,4.0
57445,3.0
57444,2.5
57443,3.0
57442,1.0
57441,4.0
57440,4.0
57439,0.5
57438,4.0
57436,3.0
57435,5.0
57433,4.0
57432,4.5
57431,3.0
57430,4.5
57429,5.0
57427,4.5
57426,4.0
57425,4.0
57423,2.5
57422,3.0
57421,5.0
57420,4.0
57417,4.0
57416,4.0
57415,5.0
57414,4.0
57413,2.0
57412,2.5
57411,2.0
57410,4.0
57409,5.0
57408,5.0
57407,3.0
57405,3.0
57404,4.0
57403,4.5
57402,5.0
57400,4.5
57399,4.0
57397,5.0
57395,4.0
57394,3.5
57392,4.0
57391,3.0
57389,4.0
57388,3.0
57387,4.0
57386,3.0
57385,4.0
57384,5.0
57383,4.0
57382,2.0
57380,5.0
57379,5.0
57378,2.5
57377,3.0
57376,4.0
57375,3.0
57373,4.5
57371,3.0
57370,5.0
57369,4.0
57367,4.0
57366,4.0
57365,2.0
57364,4.0
57363,4.5
57361,2.5
57358,4.0
57357,4.0
57356,2.0
57355,4.0
57354,4.0
57353,2.5
57352,3.0
57351,4.5
57349,2.5
57348,4.0
57347,3.0
57346,4.5
57345,2.0
57344,3.5
57343,3.0
57342,5.0
57341,3.0
57340,4.0
57339,5.0
57338,2.5
57337,4.0
57336,1.0
57335,3.0
57334,3.5
57332,3.0
57331,2.0
57329,3.0
57328,3.0
57327,4.0
57326,4.0
57325,4.0
57322,3.5
57321,4.0
57318,4.0
57317,3.5
57316,3.5
57315,5.0
57311,4.0
57310,3.0
57309,3.5
57308,3.5
57307,3.0
57306,0.5
57304,4.0
57303,4.5
57302,3.0
57301,5.0
57299,5.0
57297,3.0
57296,5.0
57295,4.0
57294,4.0
57293,3.0
57290,5.0
57289,3.0
57288,4.5
57287,3.5
57286,2.0
57285,4.0
57283,4.0
57282,4.0
57281,3.0
57280,4.5
57279,3.0
57278,1.5
57277,4.0
57276,4.0
57275,3.0
57274,1.5
57273,4.0
57272,1.0
57271,5.0
57270,4.0
57269,4.0
57268,3.0
57265,4.0
57263,3.0
57262,4.0
57261,4.0
57260,2.5
57259,4.0
57258,4.0
57256,3.0
57253,4.0
57252,5.0
57249,3.0
57248,5.0
57247,4.0
57246,1.0
57244,4.0
57243,4.5
57242,4.5
57241,2.0
57240,4.0
57239,1.0
57238,2.0
57237,5.0
57236,4.0
57235,2.0
57234,3.0
57233,3.0
57232,4.0
57231,5.0
57228,4.5
57226,3.0
57225,4.0
57224,2.5
57222,4.0
57221,1.0
57220,4.5
57218,5.0
57217,5.0
57216,3.0
57214,3.0
57213,3.0
57212,2.0
57211,4.0
57209,2.5
57207,3.0
57206,4.0
57205,3.0
57204,3.0
57203,4.0
57202,4.0
57201,3.0
57200,1.0
57199,2.0
57198,3.0
57197,0.5
57196,4.0
57195,2.5
57194,2.0
57193,1.0
57192,4.0
57190,5.0
57189,5.0
57186,2.0
57185,3.0
57184,4.0
57183,1.0
57182,3.5
57181,2.0
57179,2.0
57178,1.0
57177,4.0
57176,4.5
57175,3.5
57174,1.5
57173,3.5
57172,4.5
57171,2.5
57170,4.0
57168,3.0
57167,4.0
57166,4.0
57162,1.5
57159,3.5
57158,2.5
57157,4.0
57156,4.0
57155,5.0
57154,2.0
57153,4.0
57152,3.0
57150,4.0
57149,4.0
57147,3.5
57146,4.0
57143,4.0
57142,4.0
57141,4.0
57140,3.5
57139,3.0
57137,3.0
57136,4.0
57134,4.0
57133,2.0
57132,3.0
57131,4.0
57130,1.5
57129,2.0
57128,4.0
57126,3.5
57125,4.0
57124,4.0
57123,4.0
57122,4.0
57121,4.0
57120,5.0
57118,1.0
57117,3.5
57116,5.0
57113,3.0
57112,4.5
57111,5.0
57109,4.0
57108,2.0
57107,4.0
57106,5.0
57105,4.0
57104,5.0
57103,4.0
57102,0.5
57100,3.0
57099,1.0
57098,1.0
57097,5.0
57096,3.0
57095,4.5
57094,1.0
57093,4.0
57092,4.0
57091,4.0
57088,2.0
57087,4.0
57086,4.0
57081,3.0
57080,3.5
57078,3.0
57077,5.0
57074,4.0
57073,3.5
57072,2.5
57071,3.0
57070,3.0
57069,4.0
57068,5.0
57067,4.0
57065,2.0
57064,2.0
57063,3.5
57062,4.0
57061,3.0
57060,3.0
57059,5.0
57057,3.5
57056,3.0
57055,3.0
57054,4.0
57053,5.0
57052,3.0
57051,5.0
57049,4.0
57048,4.0
57047,3.0
57046,4.0
57044,3.0
57043,2.0
57042,1.5
57041,3.0
57040,4.0
57039,3.5
57037,5.0
57036,4.0
57035,4.5
57034,5.0
57033,5.0
57032,4.0
57031,2.0
57030,3.5
57029,5.0
57028,4.0
57027,4.0
57026,4.0
57025,3.5
57024,3.0
57023,4.5
57022,4.5
57021,4.0
57020,5.0
57019,4.0
57018,3.0
57017,3.5
57016,3.5
57015,4.5
57014,3.0
57013,3.5
57012,5.0
57010,3.0
57009,4.0
57008,5.0
57007,4.0
57005,4.0
57004,4.0
57003,2.0
57000,4.0
56999,1.0
56998,5.0
56997,4.0
56996,4.5
56995,4.0
56994,4.0
56993,4.0
56992,4.0
56990,3.0
56989,4.0
56988,0.5
56987,2.5
56984,2.0
56983,4.0
56982,1.5
56981,3.0
56980,3.5
56979,4.5
56978,4.0
56977,5.0
56976,4.0
56975,3.0
56974,3.0
56973,3.0
56972,5.0
56971,5.0
56970,4.5
56969,3.0
56968,1.0
56967,4.5
56966,5.0
56965,3.0
56963,2.0
56962,4.0
56961,3.0
56960,4.0
56959,5.0
56958,1.0
56957,5.0
56955,4.0
56954,1.0
56952,3.5
56951,4.0
56950,3.0
56949,2.5
56945,3.0
56944,5.0
56942,1.0
56941,5.0
56940,4.0
56939,3.5
56938,3.0
56937,1.5
56936,5.0
56935,3.0
56934,5.0
56933,3.5
56932,3.0
56931,3.0
56929,4.0
56928,4.5
56926,3.0
56925,4.0
56924,4.0
56923,4.0
56922,4.0
56920,4.0
56918,5.0
56917,3.0
56916,4.5
56915,5.0
56914,2.0
56913,3.0
56912,3.0
56911,4.5
56909,1.5
56908,2.0
56907,3.0
56905,4.0
56904,2.5
56902,4.0
56898,4.0
56897,3.0
56896,2.0
56895,3.0
56894,3.0
56893,3.5
56891,4.0
56890,3.0
56889,4.0
56887,5.0
56886,4.0
56885,4.0
56884,3.5
56883,2.5
56881,4.0
56880,3.5
56879,5.0
56877,2.5
56875,3.5
56874,4.0
56873,2.0
56872,2.0
56871,2.0
56870,4.0
56869,0.5
56868,5.0
56867,5.0
56866,4.0
56865,4.0
56864,4.5
56861,1.0
56860,4.5
56859,3.5
56858,3.5
56857,3.0
56855,4.0
56854,4.5
56852,4.0
56851,3.0
56850,4.0
56849,4.5
56848,3.5
56846,4.0
56845,3.0
56844,3.5
56843,3.0
56842,3.0
56840,4.0
56838,4.0
56837,4.5
56836,4.0
56835,4.5
56834,1.0
56833,4.0
56832,4.0
56831,2.0
56830,3.0
56828,3.5
56826,5.0
56824,5.0
56823,2.5
56822,3.5
56818,3.5
56817,5.0
56816,3.5
56815,1.0
56814,4.0
56812,1.5
56811,0.5
56810,3.0
56809,5.0
56807,4.5
56805,4.0
56802,4.5
56800,3.5
56799,4.5
56798,4.5
56797,3.0
56796,4.0
56795,5.0
56794,1.0
56791,3.5
56790,3.0
56789,2.5
56787,3.5
56785,3.5
56784,5.0
56783,4.0
56782,4.0
56779,4.0
56778,4.0
56777,4.0
56776,4.0
56774,3.0
56767,4.0
56766,5.0
56765,2.5
56763,3.5
56762,4.0
56761,5.0
56757,4.0
56756,4.5
56755,4.5
56754,5.0
56753,3.0
56752,4.0
56751,4.0
56750,3.5
56749,3.0
56748,3.0
56747,2.5
56745,1.0
56742,5.0
56741,4.0
56740,4.0
56737,3.0
56736,3.0
56734,4.0
56733,2.5
56732,2.5
56731,2.0
56730,3.5
56728,2.0
56727,3.0
56725,4.0
56722,5.0
56720,4.5
56719,3.0
56718,3.0
56717,1.0
56716,4.0
56715,5.0
56714,3.5
56713,4.5
56712,1.5
56710,5.0
56709,4.0
56708,3.5
56707,2.5
56706,1.5
56705,3.5
56702,5.0
56701,2.0
56698,3.0
56697,4.0
56696,4.0
56695,3.0
56693,2.0
56692,1.5
56691,3.0
56689,3.5
56688,4.0
56687,0.5
56684,4.0
56683,2.5
56682,4.0
56681,3.5
56680,4.0
56678,4.0
56677,5.0
56674,5.0
56672,3.5
56670,0.5
56669,1.5
56668,3.0
56666,4.0
56665,4.0
56664,4.5
56663,5.0
56662,5.0
56661,3.0
56659,3.0
56658,4.0
56654,3.0
56653,4.0
56652,4.0
56650,3.5
56649,4.5
56648,1.5
56647,4.0
56646,4.0
56644,5.0
56642,4.0
56641,4.0
56640,4.5
56639,2.5
56638,3.5
56637,2.0
56636,3.5
56634,3.0
56633,3.0
56631,4.0
56629,0.5
56628,2.0
56627,4.0
56626,5.0
56625,3.0
56624,2.5
56622,4.0
56621,2.5
56620,5.0
56618,3.0
56617,2.0
56616,4.0
56615,2.5
56614,4.0
56613,5.0
56611,3.0
56608,4.0
56606,1.5
56604,1.0
56603,2.0
56600,2.0
56599,4.0
56598,5.0
56597,5.0
56596,5.0
56595,4.0
56594,4.0
56593,3.5
56591,5.0
56590,4.5
56589,3.0
56588,5.0
56587,4.0
56585,3.0
56584,3.0
56583,5.0
56582,5.0
56581,5.0
56580,4.0
56579,3.0
56578,4.0
56576,3.0
56575,3.5
56574,4.0
56572,4.0
56571,4.0
56570,4.5
56569,3.0
56567,3.0
56566,1.0
56565,4.0
56564,4.0
56563,5.0
56561,4.0
56560,4.0
56559,1.0
56557,4.0
56556,4.0
56555,5.0
56554,4.5
56550,3.0
56547,4.0
56545,2.0
56544,5.0
56543,4.5
56542,3.5
56541,4.0
56540,4.0
56539,5.0
56537,3.0
56536,3.5
56535,4.0
56534,3.0
56533,4.0
56532,5.0
56531,4.0
56530,5.0
56529,2.5
56528,5.0
56526,3.5
56525,2.0
56523,4.0
56522,2.5
56521,4.5
56520,4.0
56518,2.0
56517,1.0
56516,4.0
56515,4.5
56514,4.0
56513,5.0
56512,5.0
56511,5.0
56509,3.0
56508,3.5
56507,4.0
56506,5.0
56505,4.0
56504,5.0
56502,3.0
56501,3.0
56500,4.0
56499,5.0
56498,2.5
56497,5.0
56495,3.0
56494,3.0
56493,4.0
56492,3.0
56491,4.0
56490,3.0
56488,2.0
56487,3.0
56483,3.0
56482,3.5
56481,3.0
56479,3.0
56478,5.0
56477,2.0
56476,4.0
56475,4.5
56474,4.0
56473,4.0
56472,4.0
56471,3.0
56469,5.0
56468,3.0
56467,4.0
56466,5.0
56464,4.0
56463,1.0
56462,1.0
56461,5.0
56460,4.0
56459,4.5
56458,4.0
56457,4.0
56456,4.0
56455,4.0
56454,2.5
56453,5.0
56450,3.0
56449,5.0
56448,3.0
56447,3.0
56446,3.0
56445,4.0
56444,3.5
56443,1.0
56442,4.5
56441,5.0
56440,4.5
56439,5.0
56437,4.0
56436,4.0
56435,3.5
56434,4.0
56433,2.5
56432,3.0
56431,3.5
56430,3.0
56429,3.5
56426,5.0
56425,3.5
56424,2.5
56422,3.0
56421,2.5
56419,4.0
56418,4.0
56417,3.0
56414,3.5
56413,4.0
56412,0.5
56411,3.5
56410,3.0
56409,4.5
56405,3.5
56404,3.5
56403,4.0
56402,4.0
56401,4.0
56400,5.0
56399,2.5
56398,5.0
56397,2.5
56396,3.0
56395,4.5
56394,3.0
56391,3.0
56390,3.5
56389,4.0
56388,4.0
56387,4.0
56386,4.0
56385,4.0
56382,4.0
56381,3.5
56380,5.0
56379,3.0
56378,4.0
56377,4.0
56375,3.0
56374,4.0
56373,3.0
56372,3.5
56371,4.0
56370,5.0
56369,5.0
56368,1.5
56366,3.0
56365,5.0
56364,4.0
56363,3.0
56362,3.5
56361,1.0
56360,4.0
56359,5.0
56357,3.5
56356,5.0
56355,4.0
56354,3.0
56353,5.0
56352,4.0
56350,4.0
56349,3.0
56348,3.0
56347,2.5
56345,4.0
56344,4.0
56342,4.0
56340,4.0
56338,4.0
56337,3.0
56336,4.0
56335,2.5
56333,2.0
56332,4.0
56330,2.0
56328,4.0
56326,4.0
56325,5.0
56324,4.0
56323,3.5
56322,3.0
56321,2.5
56320,0.5
56319,3.0
56318,4.0
56317,3.5
56316,4.0
56315,3.0
56314,5.0
56313,4.0
56312,5.0
56311,3.0
56310,3.0
56309,4.0
56308,3.0
56307,3.0
56306,2.5
56305,3.5
56304,4.5
56303,3.5
56302,3.0
56301,3.0
56299,3.5
56297,3.0
56296,3.5
56294,5.0
56293,3.0
56292,3.0
56291,3.5
56289,2.0
56287,3.5
56286,4.5
56284,4.0
56283,4.5
56282,2.5
56281,3.0
56280,1.0
56278,3.0
56277,1.0
56276,5.0
56275,1.5
56274,2.0
56272,2.5
56271,4.0
56269,4.0
56268,4.0
56267,4.0
56265,4.0
56264,3.0
56263,4.0
56262,3.0
56261,4.0
56260,4.0
56259,3.0
56258,4.0
56256,5.0
56255,3.5
56254,3.0
56253,3.0
56252,4.0
56251,3.0
56250,2.5
56249,4.0
56248,3.5
56247,5.0
56246,3.0
56245,3.0
56244,1.5
56243,4.0
56242,3.0
56241,4.0
56240,2.5
56239,3.5
56236,3.0
56234,4.0
56233,3.0
56232,3.5
56231,4.0
56230,3.5
56229,2.0
56228,3.0
56227,2.0
56226,3.0
56225,4.0
56224,5.0
56222,3.0
56221,3.5
56220,5.0
56219,5.0
56218,4.0
56217,4.5
56216,2.0
56215,4.0
56214,4.5
56211,3.5
56210,4.0
56209,1.5
56208,5.0
56207,4.5
56206,5.0
56205,3.0
56203,2.0
56201,3.0
56200,4.5
56198,5.0
56196,3.5
56195,3.0
56194,3.5
56190,5.0
56189,2.5
56188,1.0
56186,4.0
56185,4.0
56182,3.5
56180,2.0
56179,4.0
56177,4.0
56176,3.0
56174,3.0
56172,3.0
56171,2.0
56170,3.5
56167,2.5
56166,3.0
56165,2.5
56164,3.5
56162,4.0
56161,4.0
56160,3.5
56159,4.0
56158,5.0
56155,3.0
56154,4.0
56153,3.0
56152,1.0
56149,3.0
56148,4.0
56147,3.0
56146,5.0
56144,4.5
56143,1.0
56142,3.0
56141,5.0
56138,4.0
56136,5.0
56134,4.0
56133,3.5
56132,3.0
56131,4.0
56130,3.0
56129,4.0
56127,3.0
56126,3.0
56125,3.0
56124,4.0
56123,4.0
56122,4.0
56120,1.0
56119,5.0
56118,4.0
56117,4.0
56115,4.0
56112,4.5
56110,4.0
56109,3.0
56107,3.0
56106,5.0
56104,1.0
56102,3.0
56101,2.5
56099,3.5
56098,2.0
56097,3.5
56096,4.0
56095,3.0
56094,3.0
56093,4.5
56091,3.5
56090,4.0
56089,4.0
56086,4.0
56085,3.0
56084,3.0
56083,4.0
56082,4.0
56081,2.0
56078,3.0
56077,4.0
56076,5.0
56074,3.5
56071,5.0
56070,4.5
56068,1.0
56067,3.5
56066,4.0
56064,5.0
56063,2.0
56062,1.0
56059,4.0
56058,2.0
56057,2.0
56056,4.0
56055,3.0
56053,3.0
56052,5.0
56051,2.5
56049,4.0
56048,4.0
56047,3.5
56046,5.0
56045,3.0
56043,4.5
56042,4.5
56041,4.0
56040,2.0
56039,2.0
56038,4.5
56037,4.5
56036,4.0
56035,3.0
56034,2.5
56033,4.0
56032,3.0
56031,4.0
56030,5.0
56029,4.0
56028,5.0
56027,4.0
56026,4.0
56025,3.0
56024,3.5
56023,5.0
56022,3.5
56021,4.0
56019,2.0
56018,5.0
56017,3.0
56016,4.0
56014,1.0
56013,4.0
56012,5.0
56010,2.5
56009,4.0
56007,3.0
56006,4.0
56005,3.0
56004,3.5
56003,3.0
56001,3.0
56000,3.5
55999,3.0
55998,4.0
55997,2.0
55996,3.0
55995,5.0
55994,5.0
55993,4.5
55991,2.5
55990,4.0
55988,3.0
55985,4.0
55984,5.0
55983,3.0
55982,4.5
55980,3.0
55979,3.0
55978,4.0
55976,2.0
55975,5.0
55974,2.5
55973,4.5
55972,2.0
55971,3.0
55970,4.0
55969,3.0
55968,4.0
55967,4.0
55966,4.0
55965,3.0
55964,4.0
55963,4.0
55962,4.0
55961,2.5
55960,3.0
55959,5.0
55957,3.0
55956,4.5
55955,4.0
55954,5.0
55953,3.5
55951,4.5
55950,3.5
55946,4.0
55945,4.0
55944,5.0
55943,4.0
55942,5.0
55941,3.5
55940,5.0
55938,4.0
55937,4.0
55935,3.5
55934,3.0
55933,4.0
55932,3.5
55931,4.0
55930,4.0
55929,2.5
55928,3.5
55927,4.0
55926,4.0
55925,3.5
55924,4.0
55923,3.0
55921,3.5
55920,4.0
55918,3.5
55917,5.0
55916,4.0
55915,3.5
55914,5.0
55913,5.0
55912,3.0
55911,5.0
55910,3.0
55909,4.0
55908,1.5
55907,2.0
55906,3.0
55905,3.0
55904,0.5
55903,4.0
55902,1.0
55901,3.0
55900,4.5
55899,4.0
55898,5.0
55897,4.0
55895,3.0
55894,4.0
55893,2.0
55892,3.0
55891,2.5
55890,4.0
55889,4.0
55888,4.0
55887,3.0
55885,3.0
55884,2.5
55883,2.0
55882,3.0
55878,4.0
55877,5.0
55874,4.0
55873,3.0
55872,4.0
55870,3.5
55869,2.0
55868,4.0
55867,2.0
55866,4.5
55865,0.5
55864,5.0
55863,5.0
55862,4.0
55860,4.0
55859,3.0
55858,5.0
55857,4.0
55856,5.0
55855,4.0
55853,4.5
55852,5.0
55851,3.0
55850,4.0
55849,3.5
55846,3.5
55845,2.0
55844,4.0
55842,3.0
55839,3.0
55838,4.0
55837,3.0
55836,4.0
55835,4.0
55832,2.0
55831,2.0
55830,4.0
55827,2.5
55826,4.0
55825,3.0
55824,3.0
55820,5.0
55819,4.5
55818,4.0
55817,3.5
55816,5.0
55814,4.5
55812,3.5
55811,3.0
55810,3.5
55809,1.5
55808,4.0
55807,3.0
55806,4.0
55805,5.0
55804,3.5
55803,3.0
55802,4.0
55801,1.0
55800,4.5
55799,3.5
55794,1.0
55793,4.0
55791,2.0
55790,5.0
55789,4.5
55788,4.0
55787,4.0
55786,5.0
55785,2.5
55784,4.5
55783,4.5
55781,4.0
55779,4.5
55777,2.0
55776,3.0
55775,1.0
55774,5.0
55773,4.0
55772,4.0
55771,4.0
55770,3.0
55767,3.0
55766,3.0
55765,3.0
55764,2.0
55763,2.0
55761,4.0
55760,4.5
55759,3.0
55758,4.5
55757,4.0
55756,5.0
55755,5.0
55754,4.0
55753,5.0
55751,3.0
55750,1.5
55749,3.0
55748,2.5
55747,5.0
55746,4.5
55744,4.5
55743,3.0
55742,3.5
55741,4.0
55740,3.0
55738,5.0
55736,4.0
55734,3.0
55733,3.0
55732,4.0
55731,4.5
55730,0.5
55729,4.0
55728,4.0
55727,0.5
55726,2.0
55725,3.0
55724,4.0
55723,3.0
55721,4.0
55720,4.5
55719,4.0
55716,3.0
55715,4.0
55714,3.0
55713,3.5
55712,4.0
55711,5.0
55710,5.0
55709,4.0
55708,4.0
55707,3.0
55706,4.0
55704,4.0
55703,3.0
55700,4.0
55697,3.0
55696,3.0
55695,4.0
55693,2.0
55692,5.0
55691,3.5
55689,4.0
55687,3.0
55684,4.0
55683,4.0
55682,3.5
55681,5.0
55680,3.0
55678,1.0
55677,4.0
55676,3.0
55675,4.0
55674,5.0
55672,3.0
55671,3.0
55670,3.0
55669,4.0
55668,2.0
55667,5.0
55666,4.0
55665,4.0
55664,3.5
55661,3.0
55660,5.0
55658,2.0
55657,4.0
55656,3.0
55655,5.0
55654,4.0
55653,4.5
55651,2.0
55650,2.5
55649,1.5
55647,3.0
55646,3.0
55645,4.0
55644,4.5
55643,3.0
55642,3.5
55641,3.0
55640,3.5
55639,5.0
55637,4.0
55636,4.5
55635,2.5
55634,1.0
55633,3.0
55632,4.5
55631,3.5
55630,3.0
55629,4.5
55628,4.0
55627,3.5
55626,4.0
55625,3.0
55624,4.0
55623,2.0
55622,4.0
55621,1.5
55620,3.5
55618,3.0
55616,3.5
55613,5.0
55610,4.5
55609,5.0
55608,4.0
55607,4.0
55606,1.5
55604,4.0
55603,4.5
55602,4.0
55601,4.0
55598,4.0
55596,2.5
55592,4.0
55591,3.0
55590,3.0
55589,5.0
55588,3.5
55586,4.0
55584,5.0
55582,5.0
55581,5.0
55580,4.0
55579,3.0
55578,4.0
55577,1.0
55576,3.5
55575,5.0
55573,4.0
55572,3.0
55570,5.0
55569,5.0
55567,4.0
55566,4.5
55565,4.5
55564,5.0
55563,3.0
55562,4.0
55561,4.0
55559,4.0
55558,4.5
55557,3.0
55556,3.0
55555,3.0
55554,3.5
55553,4.0
55551,3.5
55550,3.0
55549,3.5
55548,5.0
55547,4.0
55546,2.0
55542,2.0
55540,3.0
55539,1.0
55536,3.0
55535,3.0
55532,4.0
55530,5.0
55529,3.0
55528,3.5
55527,4.5
55526,4.0
55525,0.5
55524,4.0
55523,1.5
55522,4.0
55521,3.0
55520,5.0
55519,2.0
55518,5.0
55517,5.0
55516,4.0
55514,4.0
55513,5.0
55512,4.0
55510,1.0
55507,3.0
55506,3.0
55505,3.0
55504,1.0
55503,1.5
55502,4.0
55501,4.5
55500,4.0
55499,5.0
55498,3.0
55496,3.0
55495,4.5
55494,4.5
55492,4.0
55491,3.5
55490,4.0
55489,5.0
55488,2.5
55486,3.5
55485,4.0
55483,5.0
55482,4.5
55481,4.0
55480,4.5
55479,3.0
55478,4.0
55477,3.5
55475,3.5
55474,4.0
55473,4.0
55472,4.5
55469,2.5
55468,5.0
55466,4.0
55465,2.5
55464,4.0
55463,4.0
55462,3.0
55461,4.0
55460,3.5
55458,2.0
55457,2.5
55456,5.0
55455,3.0
55453,3.0
55452,4.0
55450,3.0
55449,5.0
55448,4.0
55447,4.5
55445,3.0
55444,4.0
55442,4.0
55440,2.5
55439,3.0
55438,3.0
55437,3.5
55435,2.5
55434,4.0
55433,5.0
55432,3.0
55431,1.0
55429,3.5
55428,4.0
55427,4.5
55426,3.0
55425,4.0
55424,3.0
55423,2.0
55422,4.0
55421,3.5
55420,4.0
55418,3.0
55416,4.0
55415,2.5
55414,3.5
55413,2.0
55412,1.0
55411,4.5
55410,2.5
55409,4.5
55408,2.0
55407,3.5
55406,4.5
55405,3.0
55404,2.0
55403,5.0
55402,2.5
55401,5.0
55400,3.0
55398,2.5
55397,1.0
55396,2.0
55395,4.0
55394,4.0
55393,4.0
55392,2.5
55391,3.5
55389,4.0
55388,2.0
55386,4.0
55385,3.0
55384,4.0
55383,3.0
55382,5.0
55379,3.0
55377,5.0
55376,3.0
55375,2.0
55374,3.0
55371,4.0
55370,4.0
55369,5.0
55368,5.0
55365,5.0
55364,3.0
55363,4.5
55362,5.0
55360,4.0
55359,5.0
55357,3.0
55356,3.5
55355,2.0
55354,2.5
55353,3.5
55352,2.5
55351,4.0
55349,1.5
55348,4.0
55345,3.0
55344,4.0
55342,3.0
55340,1.0
55339,2.0
55337,3.5
55336,4.5
55335,5.0
55334,4.5
55333,4.0
55332,4.0
55331,5.0
55330,3.0
55329,3.5
55328,3.5
55327,1.0
55326,4.0
55324,5.0
55322,5.0
55321,4.0
55320,3.5
55319,3.0
55317,0.5
55316,4.0
55315,5.0
55314,5.0
55313,3.0
55312,4.5
55311,4.0
55310,4.0
55309,3.0
55307,1.0
55305,5.0
55304,3.5
55303,4.0
55302,4.0
55301,4.5
55300,4.0
55299,5.0
55298,5.0
55297,3.0
55294,4.0
55293,0.5
55290,2.0
55288,4.0
55286,3.5
55285,5.0
55283,4.5
55282,2.0
55281,3.0
55279,3.0
55278,2.0
55275,2.5
55274,4.5
55273,3.0
55272,4.0
55271,2.0
55270,3.0
55269,1.0
55268,4.5
55267,3.5
55266,2.5
55265,3.5
55262,4.0
55261,5.0
55260,4.0
55259,4.0
55258,3.0
55256,3.0
55255,3.0
55254,5.0
55253,2.5
55252,3.0
55251,3.0
55250,3.5
55248,4.0
55247,3.0
55246,5.0
55244,4.5
55243,4.5
55242,3.0
55241,5.0
55238,4.0
55236,4.0
55235,4.0
55234,2.0
55233,4.0
55232,3.5
55231,4.5
55230,4.0
55229,3.0
55227,4.0
55226,5.0
55224,5.0
55223,2.5
55222,4.0
55219,4.0
55218,3.0
55217,4.5
55216,5.0
55215,4.0
55213,2.0
55212,4.0
55210,4.0
55209,3.0
55208,2.0
55207,5.0
55206,3.5
55205,5.0
55204,3.0
55203,4.0
55201,3.5
55199,4.0
55198,4.0
55196,5.0
55195,4.0
55193,4.0
55192,4.0
55191,4.0
55190,5.0
55188,4.0
55187,3.5
55186,4.0
55185,3.0
55184,4.0
55183,3.0
55182,5.0
55181,3.0
55180,4.0
55179,4.0
55178,3.5
55177,3.5
55176,5.0
55175,3.0
55174,2.0
55173,2.5
55172,3.0
55170,2.0
55169,5.0
55168,4.0
55167,5.0
55166,5.0
55165,3.0
55163,4.0
55161,4.0
55159,4.5
55158,3.5
55157,4.0
55156,5.0
55154,5.0
55153,2.5
55152,5.0
55151,5.0
55150,3.5
55147,5.0
55146,4.0
55145,3.0
55144,4.5
55141,3.0
55140,5.0
55137,1.0
55136,4.0
55135,5.0
55134,3.0
55133,5.0
55132,4.0
55131,5.0
55130,2.0
55129,4.0
55128,3.0
55127,4.0
55126,4.0
55125,3.0
55124,4.0
55123,5.0
55122,5.0
55120,2.0
55118,3.0
55117,5.0
55116,3.0
55115,3.0
55114,4.0
55112,4.0
55111,4.0
55110,3.0
55109,4.0
55108,5.0
55107,0.5
55106,2.5
55105,2.0
55104,4.0
55103,4.5
55102,4.5
55101,4.5
55100,3.0
55099,3.5
55098,3.5
55097,3.0
55096,1.0
55095,3.0
55092,3.0
55091,4.0
55090,4.0
55089,2.0
55088,1.5
55087,3.0
55086,3.0
55085,4.0
55083,4.0
55082,1.0
55081,4.0
55080,2.0
55078,3.5
55074,2.5
55073,1.0
55072,4.0
55071,2.5
55070,4.0
55067,4.0
55066,1.0
55065,4.0
55064,4.0
55063,3.0
55062,4.0
55059,4.0
55058,2.5
55057,5.0
55055,5.0
55054,3.0
55052,2.0
55051,4.0
55050,3.0
55049,4.0
55048,3.0
55047,2.0
55045,3.5
55043,4.0
55042,2.0
55041,5.0
55040,3.0
55039,5.0
55038,4.0
55037,3.0
55036,2.0
55035,4.5
55033,4.0
55032,3.5
55031,4.5
55030,2.0
55029,3.0
55028,5.0
55027,1.5
55026,2.0
55022,3.0
55021,4.0
55020,2.0
55018,4.0
55017,3.0
55015,4.0
55014,5.0
55013,3.0
55012,4.0
55010,1.5
55008,4.5
55007,4.0
55004,1.0
55003,4.0
55001,3.0
55000,4.5
54998,4.0
54997,3.0
54996,4.0
54994,4.0
54993,5.0
54992,2.5
54991,3.5
54990,1.0
54989,2.5
54988,4.0
54987,3.5
54985,3.0
54984,4.5
54983,2.5
54982,4.0
54981,4.0
54980,4.5
54979,5.0
